query_no,latency,aqp_std,aqp_aggregate,true_std,true_aggregate,count,relative_confidence_interval_error
0,0.01704742400033865,197517334810.35156,44806715640637.77,2331305332693.8535,2230382996496900.0,1984847,0.000956691295277487
1,0.01726185899315169,190114388046.79297,9652219396065.707,2981041818499.791,482166781991700.0,70283,0.005788302999481704
2,0.017977613999391906,108265743487.14746,2618476350830.879,1707561074705.0376,131163008162400.0,15938,0.012193188869515072
3,0.12032229399483185,7107123017.973541,68987398843.53697,98458504564.2312,3308254894800.0,3054,0.02761316296693042
3,0.12032229399483185,6935681366.662064,65699936299.21805,98787840143.09802,3287647255200.0,2996,0.027938568723014735
3,0.12032229399483185,6915385644.475899,65317054702.812065,98945039049.88298,3416451746700.0,3225,0.026937202755548895
3,0.12032229399483185,7126441616.2894745,69364934872.10815,101697662642.8272,3558567603000.0,3312,0.02657564266780004
3,0.12032229399483185,6854586215.234642,64173755481.42895,98913997621.53172,3305553658800.0,3021,0.02784992195217215
3,0.12032229399483185,6885292109.784325,64748268789.17486,100105838627.4724,3355903895400.0,3040,0.02777807393276882
3,0.12032229399483185,6990735615.554855,66747324208.36275,98879650232.15959,3290705636100.0,2996,0.027923772217288766
3,0.12032229399483185,6968110653.569328,66316964238.67994,98491810304.58212,3270671987700.0,2983,0.0279831484157401
3,0.12032229399483185,6902336674.320763,65073744529.18226,101284347795.11815,3427104071400.0,3097,0.02753987306905494
3,0.12032229399483185,6978315034.478874,66509932341.978584,98754331217.51135,3307320518100.0,3034,0.027749356520110197
3,0.12032229399483185,7010891502.547348,67131160370.45349,98570637186.6979,3281513882700.0,2998,0.027901678602321203
3,0.12032229399483185,6885132727.577026,64746359657.80528,101007931077.5171,3388931954100.0,3045,0.02777358755641829
3,0.12032229399483185,7030583779.5379715,67510032790.98339,100588847497.5854,3387043662000.0,3067,0.02762239671359968
3,0.12032229399483185,6980958123.158493,66559319846.62497,101188215838.2154,3450842035500.0,3146,0.027299788499709463
3,0.12032229399483185,6905755732.865067,65132104951.265625,98288675175.6165,3325728878700.0,3097,0.027477561393540975
3,0.12032229399483185,6872904531.178215,64513549706.70808,96871484695.79677,3208765899900.0,2968,0.02804772394502925
3,0.12032229399483185,6973025861.677269,66411157332.68575,99298834597.18169,3339229055100.0,3059,0.02764883966090776
3,0.12032229399483185,6953375754.688316,66034766782.93632,99094414353.41791,3314874262500.0,3027,0.027796239405243377
3,0.12032229399483185,7052634921.761803,67935810845.379234,99095485163.00784,3313267911000.0,3024,0.027780080788415915
3,0.12032229399483185,7138450765.375702,69600417607.12274,100844116660.4849,3483112283400.0,3227,0.026902855340523068
3,0.12032229399483185,6887923090.786072,64797083554.4104,99489696571.29164,3282694601400.0,2945,0.02820907355835443
3,0.12032229399483185,6975749606.192345,66461499403.01696,99216208504.41075,3334275576900.0,3055,0.02766431771184846
3,0.12032229399483185,6940619537.337128,65794129393.22388,100173872398.07715,3346003125300.0,3018,0.027864066281283226
3,0.12032229399483185,6990876898.09317,66749042426.59537,98243378011.84828,3291824812800.0,3037,0.02772094698324376
3,0.12032229399483185,7022973210.120819,67365115800.37245,99364407001.35794,3355614228600.0,3085,0.027518489164877275
3,0.12032229399483185,6973859940.664993,66421275728.94447,98804598874.22517,3313363919100.0,3042,0.027715258925890614
3,0.12032229399483185,7006096851.549431,67038112755.2694,101041870123.38023,3393956724000.0,3052,0.02770682743444162
3,0.12032229399483185,7116727188.440826,69175403205.27475,100733624723.48102,3474979957500.0,3219,0.026940269779970435
3,0.12032229399483185,7111571807.756287,69077010022.25584,102465588065.98103,3568626510300.0,3281,0.026720088522295016
3,0.12032229399483185,6973749779.166534,66419939336.98578,101923934577.17065,3455974380900.0,3110,0.027474215469524783
3,0.12032229399483185,6998114658.638016,66888995675.64542,101128613478.65413,3417969865500.0,3090,0.027539885523901825
3,0.12032229399483185,7177524824.792053,70363698929.15425,101186466089.44283,3474829592700.0,3190,0.02705425942674912
3,0.12032229399483185,6933274275.71521,65653603404.762955,101292329454.39484,3386160866100.0,3023,0.027866087557546364
3,0.12032229399483185,7020627308.788353,67319164732.19126,101461203714.82718,3464548517100.0,3154,0.027259129419001556
3,0.12032229399483185,7146383722.3185425,69750871078.70544,102671331554.07562,3531357665400.0,3200,0.027050487909424742
3,0.12032229399483185,6973010124.358505,66410966419.54881,100096887758.44952,3323421745500.0,2982,0.028020481529370502
3,0.12032229399483185,7114088260.543594,69125442961.21748,98879116334.87856,3359737101900.0,3123,0.02731315733675708
3,0.12032229399483185,7082451329.68264,68509942326.851234,102294866946.17598,3527741933400.0,3217,0.026989620390040447
3,0.12032229399483185,6796409866.449333,63085189332.526985,97370738806.78113,3176009839800.0,2878,0.028518277180789666
3,0.12032229399483185,7087627901.767258,68608335509.87013,99615534748.00476,3375537615900.0,3106,0.027411309656393008
3,0.12032229399483185,7095531779.045654,68798908682.76224,99834038484.87167,3376388424600.0,3094,0.027466776639246633
3,0.12032229399483185,6924369571.951286,65520428276.54258,96316973068.20096,3159602802300.0,2911,0.028292354795728517
3,0.12032229399483185,6904106844.814079,65138592804.71694,99513556008.24274,3391564554000.0,3142,0.027305819390701373
3,0.12032229399483185,7114818713.470169,69175413192.1297,105708003332.3774,3743891303100.0,3393,0.02633441428635242
3,0.12032229399483185,6843406522.811684,63998417351.69825,96753841131.41624,3229080946200.0,3013,0.02784397050015474
3,0.12032229399483185,6874062507.987862,64571360950.95306,99166282079.70816,3341316810000.0,3071,0.02762151116455201
3,0.12032229399483185,6979334045.921677,66564954470.08852,99051713645.09782,3314534663100.0,3029,0.02777837282083609
3,0.12032229399483185,6956745884.46653,66135770347.317406,96251768314.53897,3153661910100.0,2904,0.02831471000239242
3,0.12032229399483185,6891078889.790588,64895947412.982285,96368572510.74799,3175926025500.0,2938,0.02817367057750363
3,0.12032229399483185,6966933750.804749,66328211215.36113,97903655176.04362,3286930981200.0,3049,0.027666148740378933
3,0.12032229399483185,6999457211.378281,66947741899.49594,98070440214.36832,3272475685800.0,3012,0.027829384156517124
3,0.12032229399483185,6873903290.072617,64569457035.78941,99611491654.55783,3346448603100.0,3053,0.027712240456517774
3,0.12032229399483185,7019117278.522568,67325579149.47795,98591774560.02925,3258590555100.0,2955,0.02810192189938895
3,0.12032229399483185,6969572617.355293,66377463781.47024,101104810453.74693,3416049813600.0,3088,0.027556752088807313
3,0.12032229399483185,6894492910.009758,64954148380.3605,101249605674.35893,3443587081200.0,3129,0.02740024008089521
3,0.12032229399483185,6861695296.068718,64337283177.454765,95985543981.41571,3165989736900.0,2943,0.02815039090196584
3,0.12032229399483185,6961653026.957214,66229706083.14288,99518271696.1009,3362439963600.0,3088,0.027526623425581657
3,0.12032229399483185,6942035184.30825,65854343922.873634,98231827748.73567,3337198399500.0,3122,0.027355218850070476
3,0.12032229399483185,7041132330.548569,67750193875.85631,99068961476.95229,3395174102400.0,3177,0.027105481595583143
3,0.12032229399483185,7126808155.958633,69410252531.69342,102327816056.70557,3543662547900.0,3244,0.026865144921082777
